Time,kpt,Temperature,Humidity,Rain,day_of_week,day_off,Month,Day,Hour,Minute
2024-07-12 17:30:00+08:00,492,32.4,64,0.0,5,1,7,12,17,30
2024-07-12 17:45:00+08:00,454,32.4,64,0.0,5,1,7,12,17,45
2024-07-12 18:00:00+08:00,459,31.4,70,0.0,5,1,7,12,18,0
2024-07-12 18:15:00+08:00,450,31.4,70,0.0,5,1,7,12,18,15
2024-07-12 18:30:00+08:00,471,31.4,70,0.0,5,1,7,12,18,30
2024-07-12 18:45:00+08:00,476,31.4,70,0.0,5,1,7,12,18,45
2024-07-12 19:00:00+08:00,477,31.1,72,0.0,5,1,7,12,19,0
2024-07-12 19:15:00+08:00,478,31.1,72,0.0,5,1,7,12,19,15
2024-07-12 19:30:00+08:00,470,31.1,72,0.0,5,1,7,12,19,30
2024-07-12 19:45:00+08:00,468,31.1,72,0.0,5,1,7,12,19,45
2024-07-12 20:00:00+08:00,457,30.8,75,0.0,5,1,7,12,20,0
2024-07-12 20:15:00+08:00,463,30.8,75,0.0,5,1,7,12,20,15
2024-07-12 20:30:00+08:00,462,30.8,75,0.0,5,1,7,12,20,30
2024-07-12 20:45:00+08:00,459,30.8,75,0.0,5,1,7,12,20,45
2024-07-12 21:00:00+08:00,445,30.7,76,0.0,5,1,7,12,21,0
2024-07-12 21:15:00+08:00,454,30.7,76,0.0,5,1,7,12,21,15
2024-07-12 21:30:00+08:00,445,30.7,76,0.0,5,1,7,12,21,30
2024-07-12 21:45:00+08:00,452,30.7,76,0.0,5,1,7,12,21,45
2024-07-12 22:00:00+08:00,457,30.5,75,0.0,5,1,7,12,22,0
2024-07-12 22:15:00+08:00,455,30.5,75,0.0,5,1,7,12,22,15
2024-07-12 22:30:00+08:00,451,30.5,75,0.0,5,1,7,12,22,30
2024-07-12 22:45:00+08:00,452,30.5,75,0.0,5,1,7,12,22,45
2024-07-12 23:00:00+08:00,444,30.1,78,0.0,5,1,7,12,23,0
2024-07-12 23:15:00+08:00,437,30.1,78,0.0,5,1,7,12,23,15
2024-07-12 23:30:00+08:00,447,30.1,78,0.0,5,1,7,12,23,30
2024-07-12 23:45:00+08:00,475,30.1,78,0.0,5,1,7,12,23,45
2024-07-13 00:00:00+08:00,643,30.0,79,0.0,6,1,7,13,0,0
2024-07-13 00:15:00+08:00,625,30.0,79,0.0,6,1,7,13,0,15
2024-07-13 00:30:00+08:00,620,30.0,79,0.0,6,1,7,13,0,30
2024-07-13 00:45:00+08:00,616,30.0,79,0.0,6,1,7,13,0,45
2024-07-13 01:00:00+08:00,614,29.7,81,0.0,6,1,7,13,1,0
2024-07-13 01:15:00+08:00,602,29.7,81,0.0,6,1,7,13,1,15
2024-07-13 01:30:00+08:00,612,29.7,81,0.0,6,1,7,13,1,30
2024-07-13 01:45:00+08:00,645,29.7,81,0.0,6,1,7,13,1,45
2024-07-13 02:00:00+08:00,659,29.3,86,0.0,6,1,7,13,2,0
2024-07-13 02:15:00+08:00,643,29.3,86,0.0,6,1,7,13,2,15
2024-07-13 02:30:00+08:00,612,29.3,86,0.0,6,1,7,13,2,30
2024-07-13 02:45:00+08:00,610,29.3,86,0.0,6,1,7,13,2,45
2024-07-13 03:00:00+08:00,601,29.2,86,0.0,6,1,7,13,3,0
2024-07-13 03:15:00+08:00,589,29.2,86,0.0,6,1,7,13,3,15
2024-07-13 03:30:00+08:00,589,29.2,86,0.0,6,1,7,13,3,30
2024-07-13 03:45:00+08:00,607,29.2,86,0.0,6,1,7,13,3,45
2024-07-13 04:00:00+08:00,623,29.0,86,0.0,6,1,7,13,4,0
2024-07-13 04:15:00+08:00,599,29.0,86,0.0,6,1,7,13,4,15
2024-07-13 04:30:00+08:00,565,29.0,86,0.0,6,1,7,13,4,30
2024-07-13 04:45:00+08:00,553,29.0,86,0.0,6,1,7,13,4,45
2024-07-13 05:00:00+08:00,540,28.9,86,0.0,6,1,7,13,5,0
2024-07-13 05:15:00+08:00,482,28.9,86,0.0,6,1,7,13,5,15
2024-07-13 05:30:00+08:00,342,28.9,86,0.0,6,1,7,13,5,30
2024-07-13 05:45:00+08:00,343,28.9,86,0.0,6,1,7,13,5,45
2024-07-13 06:00:00+08:00,338,29.0,86,0.0,6,1,7,13,6,0
2024-07-13 06:15:00+08:00,311,29.0,86,0.0,6,1,7,13,6,15
2024-07-13 06:30:00+08:00,289,29.0,86,0.0,6,1,7,13,6,30
2024-07-13 06:45:00+08:00,256,29.0,86,0.0,6,1,7,13,6,45
2024-07-13 07:00:00+08:00,213,30.1,78,0.0,6,1,7,13,7,0
2024-07-13 07:15:00+08:00,250,30.1,78,0.0,6,1,7,13,7,15
2024-07-13 07:30:00+08:00,229,30.1,78,0.0,6,1,7,13,7,30
2024-07-13 07:45:00+08:00,158,30.1,78,0.0,6,1,7,13,7,45
2024-07-13 08:00:00+08:00,133,31.2,72,0.0,6,1,7,13,8,0
2024-07-13 08:15:00+08:00,203,31.2,72,0.0,6,1,7,13,8,15
2024-07-13 08:30:00+08:00,130,31.2,72,0.0,6,1,7,13,8,30
2024-07-13 08:45:00+08:00,86,31.2,72,0.0,6,1,7,13,8,45
2024-07-13 09:00:00+08:00,69,32.3,66,0.0,6,1,7,13,9,0
2024-07-13 09:15:00+08:00,51,32.3,66,0.0,6,1,7,13,9,15
2024-07-13 09:30:00+08:00,84,32.3,66,0.0,6,1,7,13,9,30
2024-07-13 09:45:00+08:00,48,32.3,66,0.0,6,1,7,13,9,45
2024-07-13 10:00:00+08:00,-198,32.6,67,0.0,6,1,7,13,10,0
2024-07-13 10:15:00+08:00,-170,32.6,67,0.0,6,1,7,13,10,15
2024-07-13 10:30:00+08:00,-84,32.6,67,0.0,6,1,7,13,10,30
2024-07-13 10:45:00+08:00,-7,32.6,67,0.0,6,1,7,13,10,45
2024-07-13 11:00:00+08:00,211,32.8,69,0.0,6,1,7,13,11,0
2024-07-13 11:15:00+08:00,215,32.8,69,0.0,6,1,7,13,11,15
2024-07-13 11:30:00+08:00,19,32.8,69,0.0,6,1,7,13,11,30
2024-07-13 11:45:00+08:00,6,32.8,69,0.0,6,1,7,13,11,45
2024-07-13 12:00:00+08:00,116,32.9,69,0.0,6,1,7,13,12,0
2024-07-13 12:15:00+08:00,218,32.9,69,0.0,6,1,7,13,12,15
2024-07-13 12:30:00+08:00,176,32.9,69,0.0,6,1,7,13,12,30
2024-07-13 12:45:00+08:00,265,32.9,69,0.0,6,1,7,13,12,45
2024-07-13 13:00:00+08:00,113,33.1,67,0.0,6,1,7,13,13,0
2024-07-13 13:15:00+08:00,68,33.1,67,0.0,6,1,7,13,13,15
2024-07-13 13:30:00+08:00,30,33.1,67,0.0,6,1,7,13,13,30
2024-07-13 13:45:00+08:00,114,33.1,67,0.0,6,1,7,13,13,45
2024-07-13 14:00:00+08:00,-107,33.2,65,0.0,6,1,7,13,14,0
2024-07-13 14:15:00+08:00,-108,33.2,65,0.0,6,1,7,13,14,15
2024-07-13 14:30:00+08:00,-120,33.2,65,0.0,6,1,7,13,14,30
2024-07-13 14:45:00+08:00,-129,33.2,65,0.0,6,1,7,13,14,45
2024-07-13 15:00:00+08:00,-103,33.2,63,0.0,6,1,7,13,15,0
2024-07-13 15:15:00+08:00,44,33.2,63,0.0,6,1,7,13,15,15
2024-07-13 15:30:00+08:00,26,33.2,63,0.0,6,1,7,13,15,30
2024-07-13 15:45:00+08:00,31,33.2,63,0.0,6,1,7,13,15,45
2024-07-13 16:00:00+08:00,32,32.8,62,0.0,6,1,7,13,16,0
2024-07-13 16:15:00+08:00,156,32.8,62,0.0,6,1,7,13,16,15
2024-07-13 16:30:00+08:00,261,32.8,62,0.0,6,1,7,13,16,30
2024-07-13 16:45:00+08:00,254,32.8,62,0.0,6,1,7,13,16,45
2024-07-13 17:00:00+08:00,198,31.4,64,0.0,6,1,7,13,17,0
2024-07-13 17:15:00+08:00,332,31.4,64,0.0,6,1,7,13,17,15
2024-07-13 17:30:00+08:00,375,31.4,64,0.0,6,1,7,13,17,30
2024-07-13 17:45:00+08:00,376,31.4,64,0.0,6,1,7,13,17,45
2024-07-13 18:00:00+08:00,393,30.5,64,0.0,6,1,7,13,18,0
2024-07-13 18:15:00+08:00,398,30.5,64,0.0,6,1,7,13,18,15
2024-07-13 18:30:00+08:00,415,30.5,64,0.0,6,1,7,13,18,30
2024-07-13 18:45:00+08:00,429,30.5,64,0.0,6,1,7,13,18,45
2024-07-13 19:00:00+08:00,428,29.6,64,0.0,6,1,7,13,19,0
2024-07-13 19:15:00+08:00,431,29.6,64,0.0,6,1,7,13,19,15
2024-07-13 19:30:00+08:00,460,29.6,64,0.0,6,1,7,13,19,30
2024-07-13 19:45:00+08:00,477,29.6,64,0.0,6,1,7,13,19,45
2024-07-13 20:00:00+08:00,453,29.9,66,0.0,6,1,7,13,20,0
2024-07-13 20:15:00+08:00,420,29.9,66,0.0,6,1,7,13,20,15
2024-07-13 20:30:00+08:00,416,29.9,66,0.0,6,1,7,13,20,30
2024-07-13 20:45:00+08:00,416,29.9,66,0.0,6,1,7,13,20,45
2024-07-13 21:00:00+08:00,418,29.5,68,0.0,6,1,7,13,21,0
2024-07-13 21:15:00+08:00,420,29.5,68,0.0,6,1,7,13,21,15
2024-07-13 21:30:00+08:00,422,29.5,68,0.0,6,1,7,13,21,30
2024-07-13 21:45:00+08:00,421,29.5,68,0.0,6,1,7,13,21,45
2024-07-13 22:00:00+08:00,417,29.2,70,0.0,6,1,7,13,22,0
2024-07-13 22:15:00+08:00,420,29.2,70,0.0,6,1,7,13,22,15
2024-07-13 22:30:00+08:00,416,29.2,70,0.0,6,1,7,13,22,30
2024-07-13 22:45:00+08:00,421,29.2,70,0.0,6,1,7,13,22,45
2024-07-13 23:00:00+08:00,417,29.3,69,0.0,6,1,7,13,23,0
2024-07-13 23:15:00+08:00,403,29.3,69,0.0,6,1,7,13,23,15
2024-07-13 23:30:00+08:00,401,29.3,69,0.0,6,1,7,13,23,30
2024-07-13 23:45:00+08:00,400,29.3,69,0.0,6,1,7,13,23,45
2024-07-14 00:00:00+08:00,590,29.0,70,0.0,7,1,7,14,0,0
2024-07-14 00:15:00+08:00,610,29.0,70,0.0,7,1,7,14,0,15
2024-07-14 00:30:00+08:00,620,29.0,70,0.0,7,1,7,14,0,30
2024-07-14 00:45:00+08:00,654,29.0,70,0.0,7,1,7,14,0,45
2024-07-14 01:00:00+08:00,634,28.8,70,0.0,7,1,7,14,1,0
2024-07-14 01:15:00+08:00,591,28.8,70,0.0,7,1,7,14,1,15
2024-07-14 01:30:00+08:00,578,28.8,70,0.0,7,1,7,14,1,30
2024-07-14 01:45:00+08:00,576,28.8,70,0.0,7,1,7,14,1,45
2024-07-14 02:00:00+08:00,632,28.6,66,0.0,7,1,7,14,2,0
2024-07-14 02:15:00+08:00,632,28.6,66,0.0,7,1,7,14,2,15
2024-07-14 02:30:00+08:00,528,28.6,66,0.0,7,1,7,14,2,30
2024-07-14 02:45:00+08:00,393,28.6,66,0.0,7,1,7,14,2,45
2024-07-14 03:00:00+08:00,383,28.5,63,0.0,7,1,7,14,3,0
2024-07-14 03:15:00+08:00,366,28.5,63,0.0,7,1,7,14,3,15
2024-07-14 03:30:00+08:00,378,28.5,63,0.0,7,1,7,14,3,30
2024-07-14 03:45:00+08:00,369,28.5,63,0.0,7,1,7,14,3,45
2024-07-14 04:00:00+08:00,388,27.7,68,0.0,7,1,7,14,4,0
2024-07-14 04:15:00+08:00,404,27.7,68,0.0,7,1,7,14,4,15
2024-07-14 04:30:00+08:00,369,27.7,68,0.0,7,1,7,14,4,30
2024-07-14 04:45:00+08:00,346,27.7,68,0.0,7,1,7,14,4,45
2024-07-14 05:00:00+08:00,335,27.7,68,0.0,7,1,7,14,5,0
2024-07-14 05:15:00+08:00,329,27.7,68,0.0,7,1,7,14,5,15
2024-07-14 05:30:00+08:00,323,27.7,68,0.0,7,1,7,14,5,30
2024-07-14 05:45:00+08:00,327,27.7,68,0.0,7,1,7,14,5,45
2024-07-14 06:00:00+08:00,322,28.3,63,0.0,7,1,7,14,6,0
2024-07-14 06:15:00+08:00,303,28.3,63,0.0,7,1,7,14,6,15
2024-07-14 06:30:00+08:00,277,28.3,63,0.0,7,1,7,14,6,30
2024-07-14 06:45:00+08:00,280,28.3,63,0.0,7,1,7,14,6,45
2024-07-14 07:00:00+08:00,273,29.9,58,0.0,7,1,7,14,7,0
2024-07-14 07:15:00+08:00,217,29.9,58,0.0,7,1,7,14,7,15
2024-07-14 07:30:00+08:00,164,29.9,58,0.0,7,1,7,14,7,30
2024-07-14 07:45:00+08:00,139,29.9,58,0.0,7,1,7,14,7,45
2024-07-14 08:00:00+08:00,125,31.6,55,0.0,7,1,7,14,8,0
2024-07-14 08:15:00+08:00,116,31.6,55,0.0,7,1,7,14,8,15
2024-07-14 08:30:00+08:00,164,31.6,55,0.0,7,1,7,14,8,30
2024-07-14 08:45:00+08:00,64,31.6,55,0.0,7,1,7,14,8,45
2024-07-14 09:00:00+08:00,42,32.7,55,0.0,7,1,7,14,9,0
2024-07-14 09:15:00+08:00,40,32.7,55,0.0,7,1,7,14,9,15
2024-07-14 09:30:00+08:00,76,32.7,55,0.0,7,1,7,14,9,30
2024-07-14 09:45:00+08:00,66,32.7,55,0.0,7,1,7,14,9,45
2024-07-14 10:00:00+08:00,103,33.4,54,0.0,7,1,7,14,10,0
2024-07-14 10:15:00+08:00,62,33.4,54,0.0,7,1,7,14,10,15
2024-07-14 10:30:00+08:00,71,33.4,54,0.0,7,1,7,14,10,30
2024-07-14 10:45:00+08:00,-3,33.4,54,0.0,7,1,7,14,10,45
2024-07-14 11:00:00+08:00,-30,34.1,54,0.0,7,1,7,14,11,0
2024-07-14 11:15:00+08:00,-22,34.1,54,0.0,7,1,7,14,11,15
2024-07-14 11:30:00+08:00,-40,34.1,54,0.0,7,1,7,14,11,30
2024-07-14 11:45:00+08:00,-42,34.1,54,0.0,7,1,7,14,11,45
2024-07-14 12:00:00+08:00,-40,34.0,56,0.0,7,1,7,14,12,0
2024-07-14 12:15:00+08:00,28,34.0,56,0.0,7,1,7,14,12,15
2024-07-14 12:30:00+08:00,62,34.0,56,0.0,7,1,7,14,12,30
2024-07-14 12:45:00+08:00,35,34.0,56,0.0,7,1,7,14,12,45
2024-07-14 13:00:00+08:00,-17,33.7,56,0.0,7,1,7,14,13,0
2024-07-14 13:15:00+08:00,-2,33.7,56,0.0,7,1,7,14,13,15
2024-07-14 13:30:00+08:00,-7,33.7,56,0.0,7,1,7,14,13,30
2024-07-14 13:45:00+08:00,3,33.7,56,0.0,7,1,7,14,13,45
2024-07-14 14:00:00+08:00,69,34.4,54,0.0,7,1,7,14,14,0
2024-07-14 14:15:00+08:00,37,34.4,54,0.0,7,1,7,14,14,15
2024-07-14 14:30:00+08:00,147,34.4,54,0.0,7,1,7,14,14,30
2024-07-14 14:45:00+08:00,140,34.4,54,0.0,7,1,7,14,14,45
2024-07-14 15:00:00+08:00,163,34.2,55,0.0,7,1,7,14,15,0
2024-07-14 15:15:00+08:00,181,34.2,55,0.0,7,1,7,14,15,15
2024-07-14 15:30:00+08:00,250,34.2,55,0.0,7,1,7,14,15,30
2024-07-14 15:45:00+08:00,199,34.2,55,0.0,7,1,7,14,15,45
2024-07-14 16:00:00+08:00,241,33.9,56,0.0,7,1,7,14,16,0
2024-07-14 16:15:00+08:00,338,33.9,56,0.0,7,1,7,14,16,15
2024-07-14 16:30:00+08:00,306,33.9,56,0.0,7,1,7,14,16,30
2024-07-14 16:45:00+08:00,301,33.9,56,0.0,7,1,7,14,16,45
2024-07-14 17:00:00+08:00,335,33.0,61,0.0,7,1,7,14,17,0
2024-07-14 17:15:00+08:00,356,33.0,61,0.0,7,1,7,14,17,15
2024-07-14 17:30:00+08:00,368,33.0,61,0.0,7,1,7,14,17,30
2024-07-14 17:45:00+08:00,390,33.0,61,0.0,7,1,7,14,17,45
2024-07-14 18:00:00+08:00,456,32.4,65,0.0,7,1,7,14,18,0
2024-07-14 18:15:00+08:00,478,32.4,65,0.0,7,1,7,14,18,15
2024-07-14 18:30:00+08:00,447,32.4,65,0.0,7,1,7,14,18,30
2024-07-14 18:45:00+08:00,457,32.4,65,0.0,7,1,7,14,18,45
2024-07-14 19:00:00+08:00,456,31.9,67,0.0,7,1,7,14,19,0
2024-07-14 19:15:00+08:00,459,31.9,67,0.0,7,1,7,14,19,15
2024-07-14 19:30:00+08:00,460,31.9,67,0.0,7,1,7,14,19,30
2024-07-14 19:45:00+08:00,450,31.9,67,0.0,7,1,7,14,19,45
2024-07-14 20:00:00+08:00,452,31.5,70,0.0,7,1,7,14,20,0
2024-07-14 20:15:00+08:00,454,31.5,70,0.0,7,1,7,14,20,15
2024-07-14 20:30:00+08:00,448,31.5,70,0.0,7,1,7,14,20,30
2024-07-14 20:45:00+08:00,458,31.5,70,0.0,7,1,7,14,20,45
2024-07-14 21:00:00+08:00,464,31.1,72,0.0,7,1,7,14,21,0
2024-07-14 21:15:00+08:00,466,31.1,72,0.0,7,1,7,14,21,15
2024-07-14 21:30:00+08:00,504,31.1,72,0.0,7,1,7,14,21,30
2024-07-14 21:45:00+08:00,483,31.1,72,0.0,7,1,7,14,21,45
2024-07-14 22:00:00+08:00,451,30.8,73,0.0,7,1,7,14,22,0
2024-07-14 22:15:00+08:00,473,30.8,73,0.0,7,1,7,14,22,15
2024-07-14 22:30:00+08:00,462,30.8,73,0.0,7,1,7,14,22,30
2024-07-14 22:45:00+08:00,450,30.8,73,0.0,7,1,7,14,22,45
2024-07-14 23:00:00+08:00,433,30.8,74,0.0,7,1,7,14,23,0
2024-07-14 23:15:00+08:00,438,30.8,74,0.0,7,1,7,14,23,15
2024-07-14 23:30:00+08:00,423,30.8,74,0.0,7,1,7,14,23,30
2024-07-14 23:45:00+08:00,420,30.8,74,0.0,7,1,7,14,23,45
2024-07-15 00:00:00+08:00,438,30.6,73,0.0,1,0,7,15,0,0
2024-07-15 00:15:00+08:00,432,30.6,73,0.0,1,0,7,15,0,15
2024-07-15 00:30:00+08:00,439,30.6,73,0.0,1,0,7,15,0,30
2024-07-15 00:45:00+08:00,442,30.6,73,0.0,1,0,7,15,0,45
2024-07-15 01:00:00+08:00,464,30.5,72,0.0,1,0,7,15,1,0
2024-07-15 01:15:00+08:00,467,30.5,72,0.0,1,0,7,15,1,15
2024-07-15 01:30:00+08:00,452,30.5,72,0.0,1,0,7,15,1,30
2024-07-15 01:45:00+08:00,413,30.5,72,0.0,1,0,7,15,1,45
2024-07-15 02:00:00+08:00,408,29.6,78,0.0,1,0,7,15,2,0
2024-07-15 02:15:00+08:00,406,29.6,78,0.0,1,0,7,15,2,15
2024-07-15 02:30:00+08:00,475,29.6,78,0.0,1,0,7,15,2,30
2024-07-15 02:45:00+08:00,587,29.6,78,0.0,1,0,7,15,2,45
2024-07-15 03:00:00+08:00,580,29.4,78,0.0,1,0,7,15,3,0
2024-07-15 03:15:00+08:00,572,29.4,78,0.0,1,0,7,15,3,15
2024-07-15 03:30:00+08:00,548,29.4,78,0.0,1,0,7,15,3,30
2024-07-15 03:45:00+08:00,556,29.4,78,0.0,1,0,7,15,3,45
2024-07-15 04:00:00+08:00,545,29.0,78,0.0,1,0,7,15,4,0
2024-07-15 04:15:00+08:00,510,29.0,78,0.0,1,0,7,15,4,15
2024-07-15 04:30:00+08:00,507,29.0,78,0.0,1,0,7,15,4,30
2024-07-15 04:45:00+08:00,509,29.0,78,0.0,1,0,7,15,4,45
2024-07-15 05:00:00+08:00,493,29.1,78,0.0,1,0,7,15,5,0
2024-07-15 05:15:00+08:00,481,29.1,78,0.0,1,0,7,15,5,15
2024-07-15 05:30:00+08:00,482,29.1,78,0.0,1,0,7,15,5,30
2024-07-15 05:45:00+08:00,477,29.1,78,0.0,1,0,7,15,5,45
